ER,CTR,all_text,LAR,all_objects_count,unique_objects_count,cta_text,cta_width,cta_height,red,green,blue,logo_width,logo_height,eng_width,eng_height,preview_width,preview_height
0.1277645768598062,0.1095694654459048,RESERVE YOURS GE CHER Imes Maximize your adventures with class-leading cabin comfort 4-seat versatility and unmatched power GE evs YourHeart Maximize your adventures with class-leading cabin comfort 4-seat versatility and unmatched power,0.0,32,3,RESERVE YOURS,76.0,299.0,221.0,139.0,147.0,0,0,0,0,0,0
0.0681766000494713,7.103579062200714e-05,"* EPAestimated 247 miles of electric range. Actual range will vary based on several factors Including ‘temperature terrain battery age loading use and maintenance. ** Offer avallable to eligible customers who purchase or lease a 2022 Bolt EV or EUV. Home charging Installation promotion includes purchase and installation of a 240V outlet (NEMA 14-50 outlet and new ed eure eae a ees ""‘customers primary residence as reported in the customers vehicle purchase order. Additional costs to"" the customer may apply. Customers who do not meet parameters fora standard installation may be eligible for alternative charger offers. Neither a charging unit nor compatible charging cord are Included as part of the standard installation. Bolt EUV comes standard with a dual level charge cord. Re en tu Eo ae ea eee CHEVROLET * Always pay attention while driving and when using Super Crutse. Pe ee oC re kr ‘Terms apply. Visit chevysupercrulse.com for compatible roads and full details.    SUPER CRUISE™ Bolt EUV offers true hands-free driving with available Super Cruise™* driver assistance technology for compatible roads. Explore Bolt EUV CONNECTED AND CABLE-FREE Offering wireless Apple CarPlay® and standard Wireless Phone Charging.” Explore Bolt EUV TAP THE SCREEN BCR Col) tM aat WU bet lead em eel HOME CHARGING OUTLET INSTALLATION Chevrolet will cover standard installation of a Level 2 charging outlet for customers who purchase or lease a 2022 Bolt EUV or Bolt EV* Explore Bolt EUV SWIPE LEFT & RIGHT BCR Co) cM eat WU bet lead om sO * Vehicle user interface Is a product of Apple and its terms and privacy statements apply. Requires. compatible iPhone and data plan rates apply. Apple CarPlay IPhone Siri and Apple Music are ‘trademarks of Apple inc registered in the U.S. and other countries. ** The system wirelessly charges one compatible mobile device. Some phones have bullt-in wireless charging technology and others require a special adaptor/back cover. To check for phone or other Cee A ee eae cag",0.0,12,5,,,,,,,0,0,0,0,0, 0
0.0483558994197292,0.0008339640624561,SPORT ADVENTURE LEVELED UP WOLVERINE RMAX2 1000 yer ae ee ea | eT [is lA Le | il O/T d/o iP 9 — > @ —ie/a/a/a4 @©YAMAHA Reve yourHear MOVE THE SLIDER Oo mie dea th eV OLAS CCRC Aa CEE,0.0361407407407407,3,2,eT is,70.0,359.0,244.0,139.0,143.0,238,82,0,0,900, 600
0.0760926115007637,0.0067230140469678,NEW BLOOD Bowne SS OU oe ae CLT FAVORITE SERIAL KILLER     ONLY ON © f DC ASHOT  Seee oar ai>) Pea a (Leo ry Ue 4,0.0,6,2,Ue 4,63.0,319.0,85.0,85.0,85.0,0,0,0,0,0, 0
0.120489716486944,0.0478719859243165,"Ovexus L/CERTIFIED BY LEXUS HERB CHAMBERS LEXUS 25 PROVIDENCE HIGHWAY SHARON MA Ney & LEARN MORE Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 611 Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 5 ~ _ $ (611) 9 > pi \\ e\\ Ovexus L/CERTIFIED BY LEXUS TAP THE SCREEN to find the nearest Lexus dealership TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS Ovexus L/CERTIFIED BY LEXUS ATLANTIC LEXUS OF 110 2040-2090 BROADHOLLOW ROAD FARMINGDALE NY Broad) BOSTON AREA 1 EXUS DEALERS Ovexus L/CERTIFIED BY LEXUS LEXUS OF NORTHBOROUGH 14-24 BELMONT STREET NORTHBOROUGH MA “uinpikerg © ¥ Bo: Ston Worcester Turnpj ""5 "" 9 Ovexus L/CERTIFIED BY LEXUS LEXUS OF LEHIGH VALLEY 4500 BROADWAY ALLENTOWN PA NEW YORK AREA 1 EXUS DEALERS PHILADELPHIA AREA 1 EXUS DEALERS",0.0,13,2,LEARN MORE,50.0,234.0,23.0,37.0,25.0,0,0,380,63,0,0
0.1076763664623089,0.0030797570733672,"POWERFUL AGILE BODY COMBINED WITH THE DNA OF A SPORTS CAR A NEW BREED OF INTERIOR THAT PUTS ELEGANCE AND SPORTINESS IN ONE PLACE eT NATURE NEW RANGE OF ENGINES TO POWER EVERY DRIVE See eles] F-PACE     l — I ""HUNTER’S"" BUILD te ay Nel NEW RANGE OF ENGINES TO POWER THROUGH EVERY HUNT NEW JAGUAR E-PACE |      vi SA Bele ees lai eine - we     Beles ies SPIRIT REFRESHED EXTERIOR 48 em ITS PRESENCE IN THE WILD = er NEW JAGUAR F-PACE | | a JAGUAR FOLLOW YOUR INSTINCTS CHOOSE YOUR NEXT BLOODLINE JAGUARI     105 TCH ""HUNTERS"" BUILD REFINED INTERIOR Ser NE] AND TECHNOLOGY THAT HEIGHTEN THE SENSES ate NATURE G ee NEW JAGUAR F-PACE",0.0,83,2,,51.0,271.0,135.0,135.0,135.0,0,0,0,0,0,0
0.1457034512430718,0.0152589486826897,UTA ear TH a ot oa eWWOlos JACKSON HAYEK iNOERAS FREEMAN a ‘LOVEUARD ? RYAN REYNOLDS AS MICHAEL BRYCE TABLE CaS ee ha Tear DOES aeIULEMUTT WATCH TRAILER USM T Aaa ala AIMEE aay ea ea UTA ear TH LL a aU eC celiac ihe lick miles WATCH TRAILER TBA,0.08502,28,7,AIMEE aay ea ea USM T Aaa ala TBA WATCH TRAILER WATCH TRAILER TABLE CaS  DOES aeIULEMUTT a ee ha,377.6363636363636,539.2727272727273,191.0,205.0,193.0,234,109,600,120,500, 600
0.0842459494350241,0.004482093384198,Now on Digitai. Avatiabie on 4K Ultra HD Blu-Ray & DVD 10/19. rays rays i aie PROTECE Mey eer ut NOW ON DIGITAL. ANNE] ane) ed 0) pT eee a PD erAnce nae A eT e 4K Ultra HD Blu-Ray & DVD. SWIPE UP TO SEE THE PROTEGE IN ACTION i aie,0.1444981481481481,16,4,i aie i aie,59.0,297.0,81.0,167.0,235.0,497,157,600,187,900, 600
0.1012387691158467,0.0183221629697258,FHESH FLAVOURS FOR YOUR EVERY DAV TUESDAY Roast Beef ORDER NOW LANNE Veggie Delite $5.50    EVERYDAY AY(-Tefe (BTU x $5.50    WEDNESDAY arty $7.10    THURSDAY Roasted Chicken Breast $7.90    SWIPE LEFT TO EXPLORE SATURDAY ISTE or $8.00,0.0359103078982597,13,4,ORDER NOW,43.0,165.0,116.0,191.0,143.0,148,29,0,0,288, 415
0.1240950177783489,0.0084179411386711,WATCH TRAILER Pape ANG GET TICKETS GET TICKETS Ne Rede) ibaa ee elCeNameaeli. IN THEATERS TONIGHT ibaa ee elCeNameaeli. Ne Rede) SWIPE UP TO SEF THE PROTEGE IN ACTION ere a ac ech act ytd MICHAEL KEATON = MAGGIEQ ano SAMUEL L. JACKSON VaR eur ir \\ IN THEATERS TONIGHT WATCH TRAILER Toisas eile elie Pe SSR Mt ER PT elie e inal Pape ANG,0.0,10,2,WATCH TRAILER GET TICKETS GET TICKETS ibaa ee elCeNameaeli. ibaa ee elCeNameaeli. WATCH TRAILER,193.66666666666666,409.3333333333333,132.0,132.0,132.0,0,0,525,95,0,0
0.2456034690436039,0.0766883481891913,"Ovexus L/CERTIFIED BY LEXUS NEW YORK AREA LEXUS DEALERS NEW COUNTRY LEXUS OF GREAT NECK 250 NORTHERN BOULEVARD GREAT NECK NY . wv et we wo” Russell Gardens Village @ 2) 9 % a “ge x oe ot yk aaa ws %. | LEARN MORE Ovexus L/CERTIFIED BY LEXUS TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS NEW YORK AREA LEXUS DEALERS ATLANTIC LEXUS OF 110 2040-2090 BROADHOLLOW ROAD FARMINGDALE NY LA Fitness Ww 2 Broa TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS Ovexus L/CERTIFIED BY LEXUS PHILADELPHIA AREA LEXUS DEALERS LEXUS OF LEHIGH VALLEY 4500 BROADWAY ALLENTOWN PA Br Bay z@ va s a g 8 8 3 Bo 2divay Cetronia Ambulance Corps ""as West"" | Center 4 ET 4 EE Lwleareas =  G = 4. Ovexus L/CERTIFIED BY LEXUS PHILADELPHIA AREA LEXUS DEALERS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA NEW YORK AREA 1EXUS DEALERS PHILADELPHIA AREA 1EXUS DEALERS",0.0,10,2,LEARN MORE,64.0,300.0,23.0,37.0,25.0,0,0,466,77,0,0
0.0205653136915612,0.0,Send money home today. Bon nouvel! Now you can send money to bank accounts in Haiti! Funds received in USD. J] Swipe up To discover our newest service to Haiti. WesternUnion\\WU,0.0,0,0,,,,,,,0,0,0,0,0,0
0.1217214472735305,0.0481558242429361,Ovexus L/CERTIFIED BY LEXUS HERB CHAMBERS LEXUS 25 PROVIDENCE HIGHWAY SHARON MA Ney & LEARN MORE Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 611 Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 5 ~ _ $ (611) 9 > pi \\ e\\ Ovexus L/CERTIFIED BY LEXUS TAP THE SCREEN to find the nearest Lexus dealership TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS Ovexus L/CERTIFIED BY LEXUS ATLANTIC LEXUS OF 110 2040-2090 BROADHOLLOW ROAD FARMINGDALE NY Broad) BOSTON AREA 1 EXUS DEALERS Ovexus L/CERTIFIED BY LEXUS LEXUS OF WATERTOWN 330 ARSENAL STREET WATERTOWN MA Cypre st Cypress St Wy ny 9° Dexter al St = AT (ay = A Boston Sports clubs @ 5 Ovexus L/CERTIFIED BY LEXUS LEXUS OF LEHIGH VALLEY 4500 BROADWAY ALLENTOWN PA NEW YORK AREA 1 EXUS DEALERS PHILADELPHIA AREA 1 EXUS DEALERS,0.0,13,2,LEARN MORE,50.0,234.0,23.0,37.0,25.0,0,0,380,63,0,0
0.1025708486807487,0.0042315016662908,n Cleef & Arpels Van Cl Haute Joaillerie place Vendéme since 1906 <> DISCOVER [THE FRIVOLE COLLEC TION    pO Swipe to reveal ) 3 .            ,0.2033466666666666,5,4,DISCOVER THE FRIVOLE COLLEC TION,21.0,492.0,47.0,74.0,50.0,404,151,0,0,500, 600
0.0243485577555152,0.0023664904945965,"ea BUY TICKETS NOW ONLY IN THEATERS JUNE 16TH ""HITMANS"" BODYGUARD     RYAN SAMUEL = SALMA ANTONIO = ao MORGAN REYNOLDS JACKSON HAYEK BANDERAS FREEMAN 4 ICK HUGHES ""*HITMANS"" BODYGUARD © a TO SEE YOUR FAVORITE PE TA CRU) RYAN REYNOLDS AS MICHAEL BRYCE    WATCH TRAILER NOW WIPE eat PME by NOW PLAYING ONLY IN THEATHERS RYAN SAMUEL L. = SALMA sw ANTONIO =a MORGAN REYNOLDS JACKSON HAYEK BANDERAS FREEMAN yor FAIRICK MUGHES i. LIONSGATE trademark of IM 0 3 bhts Reserved. ERE ha RYAN REYNOLDS AS MICHAEL BRYCE CRU) TUTE GET TICKETS ""Ws HUGHES"" | AYER TAP AND HOLD to see your favorite bodyguard in action NOW AVAILABLE DN ALL PLATFORMS BUY TICKETS NOW OWN IT NOW ON DIGITAL WATCH TRAILER NOW SAMUEL SALMA mwANTONIO. = ao MORGAN REYNOLDS JACKSON HAYEK BANDERAS FREEMAN S HUGHES * HITMAN S HOYGUARD Bis BABY ONE Ota TNE. ae... NOW PLAYING ONLY IN THEATERS RYAN SAMUEL SALMA © awANTONIO. = ao MORGAN i JACKSON HAYEK BANDERAS FREEMAN N Ky CX HUGHES * HITMAN BIOYGUARD TAP AND HOLD to see your favorite bodyguard in action OWN IT NOW ON DIGITAL WATCH TRAILER RYAN SAMUEL SALMA nw ANTONID =» wo MORGAN REYNOLDS JACKSON HAYEK BANDERAS FREEMAN *W va vs Zz HYGUARD a a OG ba a ‘. an Ve PATA 7h WATCH TRAILER NOW EXPERIENCE IT IN IMAX JUNE 16 RYAN SAMUEL = SALMA ANTONIO = ao MORGAN REYNOLDS JACKSON HAYEK BANDERAS FREEMAN 4 ICK HUGHES ""*HITMANS"" BODYGUARD © WATCH TRAILER IN THEATERS EVERYWHERE WEDNESDAY SPELT TAL Mle lath)",0.1531703703703703,55,6,BUY TICKETS NOW ERE ha TUTE NOW AVAILABLE DN ALL PLATFORMS ea WATCH TRAILER NOW  BUY TICKETS NOW  GET TICKETS WIPE eat PME by WATCH TRAILER CRU) WATCH TRAILER  OWN IT NOW ON DIGITAL WATCH TRAILER NOW IN THEATERS EVERYWHERE WEDNESDAY EXPERIENCE IT IN IMAX JUNE 16  NOW PLAYING ONLY IN THEATHERS NOW PLAYING ONLY IN THEATERS OWN IT NOW ON DIGITAL CRU) ONLY IN THEATERS JUNE 16TH WATCH TRAILER NOW,802.0384615384615,569.4230769230769,114.0,114.0,114.0,422,196,600,900,900, 600
0.1106479383778885,0.0,Citibank Credit Card Citibank Credit Card UOB Credit Card Standard Chartered Credit Card Standard Chartered Credit Card UOB Credit Card Which credit card can give you the best cash back during this festive season? Thank You!,0.0,0,0,,,,,,,0,0,0,0,0,0
0.0633678931017704,0.0020960437174832,"Ro eee Mi "" Nase"" Depth Sensors ee ee aR E BSNS) echnology Sfalp{ =u ga] Uaioe et=ra] 0 Puzzie Pieces for True mmersive Experience iE = mmersive Technolog Penetrates Realit iE = Puzzle male) ro mele Immersive Experiences Depth Sensors Visualize Olumes",0.1226759258173116,6,1,ee ee,94.0,494.0,97.0,137.0,154.0,504,166,0,0,652, 1046
0.0702700494341626,0.0215222453732075,"Ovexus L/CERTIFIED BY LEXUS HERB CHAMBERS LEXUS 25 PROVIDENCE HIGHWAY SHARON MA Ney & LEARN MORE Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 611 Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 5 ~ _ $ (611) 9 > pi \\ e\\ Ovexus L/CERTIFIED BY LEXUS TAP THE SCREEN to find the nearest Lexus dealership TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS Ovexus L/CERTIFIED BY LEXUS ATLANTIC LEXUS OF 110 2040-2090 BROADHOLLOW ROAD FARMINGDALE NY Broad) BOSTON AREA 1 EXUS DEALERS Ovexus L/CERTIFIED BY LEXUS LEXUS OF NORTHBOROUGH 14-24 BELMONT STREET NORTHBOROUGH MA “uinpikerg © ¥ Bo: Ston Worcester Turnpj ""5 "" 9 Ovexus L/CERTIFIED BY LEXUS LEXUS OF LEHIGH VALLEY 4500 BROADWAY ALLENTOWN PA NEW YORK AREA 1 EXUS DEALERS PHILADELPHIA AREA 1 EXUS DEALERS",0.0,13,2,LEARN MORE,50.0,234.0,23.0,37.0,25.0,0,0,380,63,0,0
0.3081960793911064,0.0108171606177039,AGT) Nhap dé xem cach Déi tdc Kinh doanh cilia Facebok gitip cdc doanh nghiép dat hiéu qua hon    Ree eee an (ole lal amet Male] eLelel 4 (ollv) Mella cime lee Reclama)       See ey from FACEBOOK Tr FACEBOOK Giao hang nhanh qué cam on nhiéu nhé,0.0,26,5,AGT),57.0,187.0,65.0,93.0,117.0,0,0,0,0,0,0
0.1056049077799466,0.043221925666255,Ovexus L/CERTIFIED BY LEXUS LEARN MORE Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 611 Ovexus L/CERTIFIED BY LEXUS TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS LEXUS OF CHERRY HILL 1230 ROUTE 73 SOUTH MT. LAUREL NJ Rag On re Ch TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA 5 ~ _ $ (611) 9 > pi \\ e\\ Ovexus L/CERTIFIED BY LEXUS LEXUS OF LEHIGH VALLEY 4500 BROADWAY ALLENTOWN PA PHILADELPHIA AREA 1 EXUS DEALERS,0.4,11,2,LEARN MORE,50.0,234.0,23.0,37.0,25.0,600,200,380,63,500, 600
0.1932543299908842,0.0604679428745062,"PHILADELPHIA AREA 1EXUS DEALERS LEARN MORE Ovexus L/CERTIFIED BY LEXUS TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS PHILADELPHIA AREA LEXUS DEALERS WILKIE LEXUS 568 WEST LANCASTER AVE HAVERFORD PA V Care Haverford TAP THE SCREEN to find the nearest Lexus dealership Ovexus L/CERTIFIED BY LEXUS PHILADELPHIA AREA LEXUS DEALERS LEXUS OF LEHIGH VALLEY 4500 BROADWAY ALLENTOWN PA Br Bay z@ va s a g 8 8 3 Bo 2divay Cetronia Ambulance Corps ""as West"" | Center 4 ET 4 EE Lwleareas =  G = 4. Ovexus L/CERTIFIED BY LEXUS Ovexus L/CERTIFIED BY LEXUS PHILADELPHIA AREA LEXUS DEALERS THOMPSON LEXUS WILLOW GROVE 2560 MARYLAND RD WILLOWGROVE PA",0.0,9,2,LEARN MORE,64.0,300.0,23.0,37.0,25.0,0,0,466,77,0,0
0.0555351825502765,0.0072609390814545,DISCOVER MORE C) Vie saan) SKIN CAVIAR NIGHTTIME OIL S S VA — a 2 skin CAWE 4 ent at Sg fe uN DISCOVER MORE SKIN CAVIAR NIGHTTIME OL TAP & HOLD TO INDULGE IN THE LINE-SMOOTHING ON Ase eS,0.03125,0,0,DISCOVER MORE,59.0,344.0,193.0,207.0,195.0,225,75,247,127,900, 600
0.021266843509675,0.0217077124301866,Ro man ea 4 UTP AT TS Ro man ea 4        een) Na) f Pah ae,0.0,3,2,UTP AT TS,49.0,235.0,170.0,170.0,170.0,0,0,0,0,0,0
0.4297014544526665,0.1650931360040826,,0.0,0,0,,,,,,,0,0,0,0,0,0
0.0793793638479441,0.0022963537626066,A RF          Kem dung da tay cia toi vila giao t6i él! aca ‘N from FACEBOOK Xem cach Giao hang nhanh qu doanh ctiaFaceboo AY camonnhigunhé LOréal Viét Kem duéng da tay cila toi _tan dung ca <H  vila giao tdirdit snes Coa elt tele Nhdp dé xem cdch Déi tac Kinh doanh cua Facebok gitip cdc doanh nghiép dat hiéu qua hon Tu FACEBOOK Giao hang nhanh qué cam on nhiéunhé,0.0,33,6,A RF,45.0,147.0,61.0,90.0,115.0,0,0,0,0,0,0
0.2339815550412766,0.005526579392767,Go to! and enterthe code DISCOVER MORE yee <i DISCOVER MORE Ce Your Favourite Break has just gone Golden! cera MoU Lito aot) Gold Bars or Gold Coins Win a Golden Break with KitKat! tne Golden KatKats <i ica joldenbr e deel FS ite Sg ey l oobi 4,0.0492592592592592,3,2,DISCOVER MORE DISCOVER MORE,96.0,311.0,107.0,97.0,95.0,200,133,0,0,900, 600
